IATA,ICAO,Name,
"BIV","FEFR","Bria Airport",
"BIX","KBIX","Keesler Air Force Base",
"BIY","FABE","Bhisho Airport",
"BJA","DAAE","Soummam ??"" Abane Ramdane Airport",
"BJB","OIMN","Bojnord Airport",
"BJC","KBJC","Rocky Mountain Metropolitan Airport",
"BJD","BIBK","Bakkafj??r??ur Airport",
"BJF","ENBS","B??tsfjord Airport",
"BJH","VNBG","Bajhang Airport",
"BJI","KBJI","Bemidji Regional Airport",
"BJJ","KBJJ","Wayne County Airport |Wayne County Airport",
"BJK","WAPK","Benjina Airport",
"BJL","GBYD","Banjul International Airport",
"BJM","HBBA","Bujumbura International Airport",
"BJO","SLBJ","Bermejo Airport",
"BJP","SBBP","Bragan??a Paulista Airport|Arthur Siqueira??""Bragan??a Paulista State Airport",
"BJR","HABD","Bahir Dar Airport",
"BJS",,"metropolitan area{{ref|4|4}}",
"BJU","VNBR","Bajura Airport",
"BJV","LTFE","Milas??""Bodrum Airport",
"BJW","WRKB","Bajawa Soa Airport",
"BJX","MMLO","Del Baj??o International Airport",
"BJY","LYBT","Batajnica Air Base",
"BJZ","LEBZ","Badajoz Airport",
"BKA","UUBB","Bykovo Airport",
"BKB","VIBK","Nal Airport",
"BKC","PABL","Buckland Airport",
"BKD","KBKD","Stephens County Airport",
"BKE","KBKE","Baker City Municipal Airport",
"BKG","KBBG","Branson Airport",
"BKH","PHBK","Pacific Missile Range Facility|Barking Sands PMRF",
"BKI","WBKK","Kota Kinabalu International Airport",
"BKJ","GUOK","Bok?? Baralande Airport",
"BKK","VTBS","Suvarnabhumi Airport",
"BKL","KBKL","Cleveland Burke Lakefront Airport",
"BKM","WBGQ","Bakelalan Airport",
"BKO","GABS","Bamako??""S??nou International Airport",
"BKP","YBAW","Barkly Downs Airport",
"BKQ","YBCK","Blackall Airport",
"BKR","FTTK","Bokoro Airport",
"BKS","WIPL","Fatmawati Soekarno Airport",
"BKT","KBKT","Blackstone Army Airfield",
"BKU","FMSV","Betioky Airport",
"BKW","KBKW","Raleigh County Memorial Airport",
"BKX","KBKX","Brookings Regional Airport",
"BKY","FZMA","Kavumu Airport",
"BKZ","HTBU","Bukoba Airport",
"BLA","SVBC","General Jos?? Antonio Anzo?!tegui International Airport",
"BLB","MPHO","Panam?! Pac??fico International Airport",
"BLC","FKKG","Bali Airport",
"BLE","ESSD","Dala Airport",
"BLF","KBLF","Mercer County Airport |Mercer County Airport",
"BLG","WBGC","Belaga Airport",
"BLH","KBLH","Blythe Airport",
"BLI","KBLI","Bellingham International Airport",
"BLJ","DABT","Most??pha Ben Boulaid Airport",
"BLK","EGNH","Blackpool Airport",
"BLL","EKBI","Billund Airport",
"BLM","KBLM","Monmouth Executive Airport",
"BLO","BIBL","Bl??ndu??s Airport",
"BLP","SPBL","Huallaga Airport",
"BLQ","LIPE","Bologna Guglielmo Marconi Airport",
"BLR","VOBL","Kempegowda International Airport",
"BLS","YBLL","Bollon Airport",
"BLT","YBTR","Blackwater Airport",
"BLU","KBLU","Blue Canyon??""Nyack Airport",
"BLV","KBLV","MidAmerica St. Louis Airport"" / ""Scott Air Force Base",
"BLX","LIDB","Belluno Airport",
"BLY","EIBT","Belmullet Aerodrome",
"BLZ","FWCL","Chileka International Airport",
"BMA","ESSB","Stockholm Bromma Airport",
"BMB","FZFU","Bumba Airport",
"BMC","KBMC","Brigham City Airport",
"BMD","FMML","Belo sur Tsiribihina Airport",
"BME","YBRM","Broome International Airport",
"BMF","FEGM","Bakouma Airport",
"BMG","KBMG","Monroe County Airport |Monroe County Airport",
"BMH","AYBO","Bomai Airport",
"BMI","KBMI","Central Illinois Regional Airport",
"BMJ","SYBR","Baramita Airport",
"BMK","EDWR","Borkum Airfield",
"BML","KBML","Berlin Regional Airport",
"BMM","FOOB","Bitam Airport",
"BMN","ORBB","Bamarni Airport",
"BMO","VYBM","Bhamo Airport",
"BMP","YBPI","Brampton Island Airport",
"BMR","EDWZ","Baltrum Airport",
"BMS","SNBU","Socrates Mariani Bittencourt Airport",
"BMT","KBMT","Beaumont Municipal Airport",
"BMU","WADB","Sultan Muhammad Salahudin Airport",
"BMV","VVBM","Buon Ma Thuot Airport",
"BMW","DATM","Bordj Mokhtar Airport",
"BMX","PABM","Big Mountain Air Force Station",
"BMY","NWWC","??le Art ??"" Waala Airport",
"BMZ","AYBF","Bamu Airport",
"BNA","KBNA","Nashville International Airport",
"BNB","FZGN","Boende Airport",
"BNC","FZNP","Beni Airport",
"BND","OIKB","Bandar Abbas International Airport",
"BNE","YBBN","Brisbane Airport",
"BNG","KBNG","Banning Municipal Airport",
"BNI","DNBE","Benin Airport",
"BNK","YBNA","Ballina Byron Gateway Airport",
"BNL","KBNL","Barnwell Regional Airport",
"BNM","AYBD","Bodinumu Airport",
"BNN","ENBN","Br??nn??ysund Airport, Br??nn??y",
"BNO","KBNO","Burns Municipal Airport",
"BNP","OPBN","Bannu Airport",
"BNR","DFOB","Banfora Airport",
"BNS","SVBI","Barinas Airport",
"BNT","AYDI","Bundi Airport",
"BNU","SSBL","Blumenau Airport",
"BNW","KBNW","Boone Municipal Airport",
"BNX","LQBK","Banja Luka International Airport",
"BNY","AGGB","Bellona/Anua Airport",
"BOA","FZAJ","Boma Airport",
"BOB","NTTB","Bora Bora Airport",
"BOC","MPBO","Bocas del Toro ""Isla Col??n"" International Airport",
"BOD","LFBD","Bordeaux??""M??rignac Airport",
"BOE","FCOB","Boundji Airport",
"BOG","SKBO","El Dorado International Airport",
"BOH","EGHH","Bournemouth Airport",
"BOI","KBOI","Boise Airport|Boise Air Terminal",
"BOJ","LBBG","Burgas Airport",
"BOK","KBOK","Brookings Airport",
"BOL","EGQB","RAF Ballykelly|Ballykelly Airfield",
"BOM","VABB","Chhatrapati Shivaji International Airport",
"BON","TNCB","Flamingo International Airport",
"BOO","ENBO","Bod?? Airport",
"BOP","FEFO","Bouar Airport",
"BOS","KBOS","Logan International Airport",
"BOT","AYET","Bosset Airport",
"BOU","LFLD","Bourges Airport",
"BOW","KBOW","Bartow Municipal Airport",
"BOX","YBRL","Borroloola Airport",
"BOY","DFOO","Bobo Dioulasso Airport",
"BOZ","FEGZ","Bozoum Airport",
"BPC","FKKV","Bamenda Airport",
"BPD","AYBP","Bapi Airport",
"BPE","ZBDH","Qinhuangdao Beidaihe Airport",
"BPF","AGBT","Batuna Airport",
"BPG","SBBW","Barra do Gar??as Airport",
"BPH","RPMF","Bislig Airport",
"BPI","KBPI","Miley Memorial Field",
"BPK","AYBQ","Biangabip Airport",
"BPL","ZWBL","Bole Alashankou Airport",
"BPM","VOHY","Begumpet Airport",
"BPN","WALL","Sultan Aji Muhammad Sulaiman Airport",
"BPS","SBPS","Porto Seguro Airport",
"BPT","KBPT","Jack Brooks Regional Airport",
"BPY","FMNQ","Besalampy Airport",
"BQA","RPUR","Dr. Juan C. Angara Airport",
"BQB","YBLN","Busselton Regional Airport",
"BQE","GGBU","Bubaque Airport",
"BQG","UHNB","Bogorodskoye Airport",
"BQH","EGKB","London Biggin Hill Airport",
"BQK","KBQK","Brunswick Golden Isles Airport",
"BQL","YBOU","Boulia Airport",
"BQN","TJBQ","Rafael Hern?!ndez Airport",
"BQO","DIBN","Tehini Airport",
"BQQ","SNBX","Barra Airport |Barra Airport",
"BQS","UHBB","Ignatyevo Airport",
"BQT","UMBB","Brest Airport",
"BQU","TVSB","J. F. Mitchell Airport",
"BQW","YBGO","Balgo Hill Airport",
"BRA","SNBR","Barreiras Airport",
"BRB","SBRR","Barreirinhas Airport",
"BRC","SAZS","San Carlos de Bariloche Airport",
"BRD","KBRD","Brainerd Lakes Regional Airport",
"BRE","EDDW","Bremen Airport",
"BRI","LIBD","Bari Karol Wojty?,a Airport",
"BRK","YBKE","Bourke Airport",
"BRL","KBRL","Southeast Iowa Regional Airport",
"BRM","SVBM","Jacinto Lara International Airport",
"BRN","LSZB","Bern Airport",
"BRO","KBRO","Brownsville/South Padre Island International Airport",
"BRP","AYBR","Biaru Airport",
"BRQ","LKTB","Brno??""Tu??any Airport",
"BRR","EGPR","Barra Airport |Barra Airport",
"BRS","EGGD","Bristol Airport",
"BRT","YBTI","Bathurst Island Airport",
"BRU","EBBR","Brussels Airport",
"BRV","EDWB","Bremerhaven Airport",
"BRW","PABR","Wiley Post??""Will Rogers Memorial Airport",
"BRX","MDBH","Mar??a Montez International Airport",
"BRY","KBRY","Samuels Field",
"BSA","HCMF","Bender Qassim International Airport",
"BSB","SBBR","Bras??lia International Airport"" |Distrito Federal",
"BSC","SKBS","Jos?? Celestino Mutis Airport",
"BSD","ZPBS","Baoshan Yunduan Airport",
"BSE","WBGN","Sematan Airport",
"BSF","PHSF","Bradshaw Army Airfield",
"BSG","FGBT","Bata Airport",
"BSI","RPLE","Balesin Airport",
"BSJ","YBNS","Bairnsdale Airport",
"BSK","DAUB","Biskra Airport",
"BSL","LFSB","EuroAirport Basel-Mulhouse-Freiburg",
"BSM","OINJ","Bishe Kola Air Base",
"BSN","FEFS","Bossangoa Airport",
"BSO","RPUO","Basco Airport",
"BSP","AYBH","Bensbach Airport",
"BSR","ORMM","Basra International Airport",
"BSS","SNBS","Balsas Airport",
"BST","OABT","Bost Airport",
"BSU","FZEN","Basankusu Airport",
"BSX","VYPN","Pathein Airport",
"BSY","HCMD","Bardera Airport",
"BTA","FKKO","Bertoua Airport",
"BTB","FCOT","B??tou Airport",
"BTC","VCCB","Batticaloa Airport",
"BTE","GFBN","Sherbro International Airport",
"BTF","KBTF","Skypark Airport",
"BTG","FEGF","Batangafo Airport",
"BTH","WIDD","Hang Nadim Airport",
"BTI","PABA","Barter Island LRRS Airport",
"BTJ","WITT","Sultan Iskandar Muda International Airport",
"BTK","UIBB","Bratsk Airport",
"BTL","KBTL","W. K. Kellogg Airport",
"BTM","KBTM","Bert Mooney Airport",
"BTN","KBBP","Marlboro County Jetport",
"BTP","KBTP","Butler County Airport",
"BTQ","HRYI","Butare Airport",
"BTR","KBTR","Baton Rouge Metropolitan Airport",
"BTS","LZIB","Bratislava Airport|M. R. ? tef?!nik Airport",
"BTT","PABT","Bettles Airport",
"BTU","WBGB","Bintulu Airport",
"BTV","KBTV","Burlington International Airport",
"BTW","WAOC","Batu Licin Airport",
"BTX","YBEO","Betoota Airport",
"BTY","KBTY","Beatty Airport",
"BUA","AYBK","Buka Island Airport",
"BUB","KBUB","Cram Field",
"BUC","YBKT","Burketown Airport",
"BUD","LHBP","Budapest Ferenc Liszt International Airport",
"BUE",,"metropolitan area{{ref|5|5}}",
"BUF","KBUF","Buffalo Niagara International Airport",
"BUG","FNBG","Benguela Airport",
"BUH",,"metropolitan area{{ref|6|6}}",
"BUI","WAJB","Bokondini Airport",
"BUJ","DAAD","Bou Saada Airport",
"BUL","AYBU","Bulolo Airport",
"BUM","KBUM","Butler Memorial Airport",
"BUN","SKBU","Gerardo Tobar L??pez Airport",
"BUO","HCMV","Burao Airport",
"BUP","VIBT","Bathinda Airport",
"BUR","KBUR","Bob Hope Airport",
"BUS","UGSB","Batumi International Airport"" |Georgia",
"BUT","VQBT","Bathpalathang Airport",
"BUU","WIPI","Muara Bungo Airport",
"BUV","SUBU","Placeres Airport",
"BUW","WAWB","Betoambari Airport",
"BUX","FZKA","Bunia Airport",
"BUY","YBUN","Bunbury Airport",
"BUZ","OIBB","Bushehr Airport",
"BVA","LFOB","Beauvais??""Till?? Airport",
"BVB","SBBV","Boa Vista International Airport",
"BVC","GVBA","Aristides Pereira International Airport",
"BVE","LFSL","Brive??""Souillac Airport",
"BVF","NFNU","Dama Airport",
"BVG","ENBV","Berlev??g Airport",
"BVH","SBVH","Vilhena Airport",
"BVI","YBDV","Birdsville Airport",
"BVK","SLHJ","Huacaraje Airport",
"BVL","SLBU","Baures Airport",
"BVM","SNBL","Belmonte Airport",
"BVO","KBVO","Bartlesville Municipal Airport",
"BVR","GVBR","Esperadinha Airport",
"BVS","SNVS","Breves Airport",
"BVU","PABG","Beluga Airport",
"BVV","UHSB","Burevestnik Airport",
"BVX","KBVX","Batesville Regional Airport",
"BVY","KBVY","Beverly Municipal Airport",
"BVZ","YBYS","Beverley Springs Airport",
"BWA","VNBW","Gautam Buddha Airport",
"BWB","YBWX","Barrow Island Airport",
"BWC","KBWC","Brawley Municipal Airport",
"BWD","KBWD","Brownwood Regional Airport",
"BWE","EDVE","Braunschweig Airport|Braunschweig??""Wolfsburg Airport",
"BWF","EGNL","Barrow/Walney Island Airport",
"BWG","KBWG","Bowling Green-Warren County Regional Airport",
"BWH","WMKB","RMAF Butterworth",
"BWI","KBWI","Baltimore??""Washington International Airport|Baltimore/Washington International Thurgood Marshall Airport",
"BWK","LDSB","Bol Airport",
"BWL","KBKN","Blackwell??""Tonkawa Municipal Airport",
"BWM","KBPP","Bowman Municipal Airport",
"BWN","WBSB","Brunei International Airport",
"BWO","UWSB","Balakovo Airport",
"BWP","AYBI","Bewani Airport",
"BWQ","YBRW","Brewarrina Airport",
"BWT","YWYY","Burnie Airport",
"BWU","YSBK","Bankstown Airport",
"BWW","MUBR","Las Brujas Airport |Las Brujas Airport",
"BWX","WADY","Banyuwangi Airport",
"BXA","KBXA","George R. Carr Memorial Air Field",
"BXB","WASO","Babo Airport",
"BXD","WAKE","Bade Airport",
"BXE","GOTB","Bakel Airport",
"BXF","YBEB","Bellburn Airstrip",
"BXG","YBDG","Bendigo Airport |Victoria",
"BXH","UAAH","Balkhash Airport",
"BXI","DIBI","Boundiali Airport",
"BXJ","UAAR","Boraldai Airport",
"BXK","KBXK","Buckeye Municipal Airport",
"BXN","LTBV","Bodrum-Imsik Airport",
"BXO","LSZC","Buochs Airport",
"BXP","EPBP","Bia?,a Podlaska Airport",
"BXR","OIKM","Bam Airport",
"BXT","WRLC","PT Badak Bontang Airport",
"BXU","RPME","Bancasi Airport",
"BXV","BIBV","Brei??dalsv??k Airport",
"BXY","UAOL","Krayniy Airport",
"BXZ","AYNS","Bunsil Airport",
"BYC","SLYA","Yacuiba Airport",
"BYD","OYBI","Al Bayda' Airport |Al Bayda Airport",
"BYF","LFAQ","Albert ??"" Picardie Airport",
"BYG","KBYG","Johnson County Airport |Johnson County Airport",
"BYH","KBYH","Arkansas International Airport",
"BYI","KBYI","Burley Municipal Airport",
"BYJ","LPBJ","Beja Airport",
"BYK","DIBK","Bouak?? Airport",
"BYM","MUBY","Carlos Manuel de C??spedes Airport",
"BYN","ZMBH","Bayankhongor Airport",
"BYO","SBDB","Bonito Airport",
"BYP","YBRY","Barimunya Airport",
"BYQ","WALV","Bunyu Airport",
"BYR","EKLS","L??s?? Airport",
"BYS","KBYS","Bicycle Lake Army Airfield",
"BYT","EIBN","Bantry Aerodrome",
"BYU","EDQD","Bindlacher Berg Airport",
"BZA","MNBZ","San Pedro Airport, Nicaragua|San Pedro Airport",
"BZD","YBRN","Balranald Airport",
"BZE","MZBZ","Philip S. W. Goldson International Airport",
"BZG","EPBY","Bydgoszcz Ignacy Jan Paderewski Airport",
"BZI","LTBF","Bal??kesir Airport",
"BZK","UUBP","Bryansk International Airport",
"BZL","VGBR","Barisal Airport",
"BZN","KBZN","Bozeman Yellowstone International Airport",
"BZO","LIPB","Bolzano Airport",
"BZR","LFMU","B??ziers Cap d'Agde Airport",
"BZU","FZKJ","Buta Zega Airport",
"BZV","FCBB","Maya-Maya Airport",
"BZX",,"Bazhong Enyang Airport",
"BZY","LUBL","B??l?>i International Airport",
"BZZ","EGVN","RAF Brize Norton",
"CAA","MHCA","Catacamas Airport",
"CAB","FNCA","Cabinda Airport",
"CAC","SBCA","Cascavel Airport"" |Paran?!",
"CAD","KCAD","Wexford County Airport",
"CAE","KCAE","Columbia Metropolitan Airport",
"CAF","SWCA","Carauari Airport",
"CAG","LIEE","Cagliari Elmas Airport",
"CAH","VVCM","C?  Mau Airport",
"CAI","HECA","Cairo International Airport",
"CAJ","SVCN","Canaima Airport",
"CAK","KCAK","Akron-Canton Airport",
"CAM","SLCA","Camiri Airport",
"CAN","ZGGG","Guangzhou Baiyun International Airport",
"CAO","KCAO","Clayton Municipal Airpark",
"CAP","MTCH","Hugo Ch?!vez International Airport",
"CAQ","SKCU","Juan H. White Airport",
"CAR","KCAR","Caribou Municipal Airport",
"CAS","GMMC","Casablanca??""Anfa Airport|Anfa Airport",
"CAT","LPCS","Cascais Aerodrome|Cascais Municipal Aerodrome",
"CAU","SNRU","Caruaru Airport",
"CAV","FNCZ","Cazombo Airport",
"CAW","SBCP","Bartolomeu Lysandro Airport",
"CAX","EGNC","Carlisle Lake District Airport",
"CAY","SOCA","Cayenne ??"" F??lix Ebou?? Airport",
"CAZ","YCBA","Cobar Airport",
"CBB","SLCB","Jorge Wilstermann International Airport",
"CBD","VOCX","Car Nicobar Air Force Base",
"CBE","KCBE","Greater Cumberland Regional Airport",
"CBF","KCBF","Council Bluffs Municipal Airport",
"CBG","EGSC","Cambridge Airport",
"CBH","DAOR","Boudghene Ben Ali Lotfi Airport",
"CBJ","MDCR","Cabo Rojo Airport",
"CBK","KCBK","Colby Municipal Airport",
"CBL","SVCB","Tom?!s de Heres Airport",
"CBM","KCBM","Columbus Air Force Base",
"CBN","WICD","Penggung Airport",
"CBO","RPMC","Awang Airport",
"CBP","LPCO","Coimbra Airport",
"CBQ","DNCA","Margaret Ekpo International Airport",
"CBR","YSCB","Canberra Airport",
"CBS","SVON","Oro Negro Airport",
"CBT","FNCT","Catumbela Airport",
"CBU","EDCD","Cottbus-Drewitz Airport",
"CBV","MGCB","Cob?!n Airport",
"CBW","SSKM","Campo Mour??o Airport",
"CBX","YCDO","Condobolin Airport",
"CCB","KCCB","Cable Airport",
"CCC","MUCC","Jardines del Rey Airport",
"CCF","LFMK","Carcassonne Airport",
"CCH","SCCC","Chile Chico Airfield",
"CCI","SSCK","Conc??rdia Airport",
"CCJ","VOCL","Calicut International Airport",
"CCK","YPCC","Cocos  Islands",
"CCL","YCCA","Chinchilla Airport",
"CCM","SBCM","Diom??cio Freitas Airport",
"CCN","OACC","Chaghcharan Airport",
"CCO","SKCI","Carimagua Airport",
"CCP","SCIE","Carriel Sur International Airport",
"CCR","KCCR","Buchanan Field Airport",
"CCS","SVMI","Sim??n Bol??var International Airport |Sim??n Bol??var International Airport",
"CCU","VECC","Netaji Subhas Chandra Bose International Airport",
"CCV","NVSF","Craig Cove Airport",
"CCW","YCWL","Cowell Airport",
"CCX","SWKC","C?!ceres Airport",
"CCY","KCCY","Northeast Iowa Regional Airport",
"CCZ","MYBC","Chub Cay International Airport",
"CDA","YCOO","Cooinda Airport",
"CDB","PACD","Cold Bay Airport",
"CDC","KCDC","Cedar City Regional Airport",
"CDE","ZBCD","Chengde Puning Airport",
"CDG","LFPG","Charles de Gaulle Airport",
"CDH","KCDH","Harrell Field",
"CDJ","SBAA","Concei????o do Araguaia Airport",
"CDK","KCDK","George T. Lewis Airport",
"CDN","KCDN","Woodward Field |Woodward Field",
"CDO","FACD","Cradock Airport",
"CDP","VOCP","Kadapa Airport",
"CDQ","YCRY","Croydon Airport |Croydon Airport",
"CDR","KCDR","Chadron Municipal Airport",
"CDS","KCDS","Childress Municipal Airport",
"CDT","LECS","Castell??n??""Costa Azahar Airport",
"CDU","YSCN","Camden Airport |Camden Airport",
"CDV","PACV","Merle K.  Smith Airport",
"CDW","KCDW","Essex County Airport",
"CDY","RPMU","Cagayan de Sulu Airport",
"CEA","KCEA","Cessna Aircraft Field",
"CEB","RPVM","Mactan??""Cebu International Airport",
"CEC","KCEC","Del Norte County Airport",
"CED","YCDU","Ceduna Airport",
"CEE","ULWC","Cherepovets Airport",
"CEF","KCEF","Westover Metropolitan Airport"" / ""Westover Air Reserve Base",
"CEG","EGNR","Hawarden Airport",
"CEH","FWCD","Chelinda Airport",
"CEI","VTCT","Chiang Rai International Airport"" |Chiang Rai",
"CEK","USCC","Chelyabinsk Airport",
"CEM","PARL","Central Airport",
"CEN","MMCN","Ciudad Obreg??n International Airport",
"CEO","FNWK","Waco Kungo Airport",
"CEP","SLCP","Concepci??n Airport",
"CEQ","LFMD","Cannes ??"" Mandelieu Airport",
"CER","LFRC","Cherbourg ??"" Maupertus Airport",
"CES","YCNK","Cessnock Airport",
"CET","LFOU","Cholet Le Pontreau Airport",
"CEU","KCEU","Oconee County Regional Airport",
"CEV","KCEV","Mettel Field",
"CEW","KCEW","Bob Sikes Airport",
"CEY","KCEY","Murray-Calloway County Airport",
"CEZ","KCEZ","Cortez Municipal Airport",
"CFB","SBCB","Cabo Frio International Airport",
"CFC","SBCD","Ca??ador Airport",
"CFD","KCFD","Coulter Field",
"CFE","LFLC","Clermont-Ferrand Auvergne Airport",
"CFF","FNCF","Cafunfo Airport",
"CFG","MUCF","Jaime Gonz?!lez Airport",
"CFI","YCFD","Camfield Airport",
"CFK","DAOI","Chlef International Airport",
"CFN","EIDL","Donegal Airport",
"CFR","LFRK","Caen ??"" Carpiquet Airport",
"CFS","YCFS","Coffs Harbour Airport",
"CFT","KCFT","Greenlee County Airport",
"CFV","KCFV","Coffeyville Municipal Airport",
"CGB","SBCY","Marechal Rondon International Airport",
"CGC","AYCG","Cape Gloucester Airport",
"CGD","ZGCD","Changde Taohuayuan Airport",
"CGE","KCGE","Cambridge??""Dorchester Airport",
"CGF","KCGF","Cuyahoga County Airport",
"CGH","SBSP","S??o Paulo??""Congonhas Airport",
"CGI","KCGI","Cape Girardeau Regional Airport",
"CGK","WIII","Soekarno??""Hatta International Airport",
"CGM","RPMH","Camiguin Airport",
"CGN","EDDK","Cologne Bonn Airport",
"CGO","ZHCC","Zhengzhou Xinzheng International Airport",
"CGP","VGEG","Shah Amanat International Airport",
"CGQ","ZYCC","Changchun Longjia International Airport",
"CGR","SBCG","Campo Grande International Airport",
"CGS","KCGS","College Park Airport",
"CGV","YCAG","Caiguna Airport",
"CGY","RPMY","Laguindingan Airport",
"CGZ","KCGZ","Casa Grande Municipal Airport",
"CHA","KCHA","Chattanooga Metropolitan Airport",
"CHB","OPCL","Chilas Airport",
"CHC","NZCH","Christchurch International Airport",
"CHF","RKPE","Jinhae Airport",
"CHG","ZYCY","Chaoyang Airport",
"CHH","SPPY","Chachapoyas Airport",
"CHI",,"metropolitan area{{ref|2|2}}",
"CHJ","FVCH","Chipinge Airport",
"CHK","KCHK","Chickasha Municipal Airport",
"CHL","KLLJ","Challis Airport",
"CHM","SPEO","Tnte. FAP Jaime Montreuil Morales Airport",
"CHN","RKJU","Jeonju Airport",
"CHO","KCHO","Charlottesville??""Albemarle Airport",
"CHQ","LGSA","Chania International Airport",
"CHR","LFLX","Ch??teauroux-Centre ""Marcel Dassault"" Airport",
"CHS","KCHS","Charleston International Airport"" / ""Charleston Air Force Base",
"CHT","NZCI","Chatham Islands / Tuuta Airport",
"CHV","LPCH","Chaves Airport",
"CHX","MPCH","Changuinola ""Capit?!n Manuel Ni??o"" International Airport",
"CHY","AGGC","Choiseul Bay Airport",
"CIA","LIRA","Ciampino??""G. B. Pastine International Airport",
"CIC","KCIC","Chico Municipal Airport",
"CID","KCID","The Eastern Iowa Airport",
